place_id,place_name,review_id,reviewer_name,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,reviewer_url,reviewer_profile_picture,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,rby `wnkm,guerbazi lakhdar,5,rby `wnkm,6 years ago,2017-11-29T20:18:23.444000,,,,3,1028,218,https://www.google.com/maps/contrib/106754761033646983058/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVn-AzDstvOirQjm_UoyaPfZVnZc5d0KypjbbFvK5YuqfM=s120-c-rp-mo-ba5-br100,True,May God help you,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,nwkhll,Kili Hyku,1,nwkhll,2 weeks ago,2023-11-28T21:57:49.827000,,,,0,2,1,https://www.google.com/maps/contrib/104382239189611958137/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWyoE9qrrL5AiMqQQRcVmJiCxtLAu_l_yFkshqw3qPiuw=s120-c-rp-mo-br100,False,Nokhalal,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,,mrym mbrky,1,,2 years ago,2021-10-24T15:03:00.952000,,,,0,0,8,https://www.google.com/maps/contrib/113344007233067589068/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLnuf0gWiRMoYSQSlt11Y_Ib6NCgO8PdawypZ523N2L=s120-c-rp-mo-br100,False,,,['https://lh5.googleusercontent.com/p/AF1QipNrNCCIrcDcTw1CNwe7UOeoXRSv_58khtaRFIZ9=w150-h150-k-no-p']
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,lnhD@,mSTf~ Th,5,lnhD@,4 years ago,2018-12-22T14:24:21.979000,,,,1,1,41,https://www.google.com/maps/contrib/100809916727406515730/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUtceCYDAo-txtHRnJuGaLRY2NCwSKRvstHOidLICUkgMU=s120-c-rp-mo-ba2-br100,True,Renaissance,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,jmyl,bob larbi,1,jmyl,4 years ago,2019-01-07T15:20:52.782000,,,,1,1,0,https://www.google.com/maps/contrib/102615619131541641340/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjX2zrlgAV9Hx6f6pOV1Ey28XjWIzJKGBeoUOvU6wflXeg=s120-c-rp-mo-br100,False,Beautiful,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,jyd,bw ywns `ly,3,jyd,4 years ago,2019-04-10T22:37:38.366000,,,,2,76,4,https://www.google.com/maps/contrib/110058805035572573334/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocJv5-_nXTisGm4Bjg3Gt4fMTJrTELPK8HoAfPDsPQ7v=s120-c-rp-mo-ba4-br100,True,good,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,mmtw,El Mahdi Nuoad,5,mmtw,4 years ago,2019-05-04T12:03:17.126000,,,,1,1,0,https://www.google.com/maps/contrib/105817577953196353152/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUPj5DrTJrHz22M-uAe7et4sN6Oza-8_Aj9fz3adGgAfMA=s120-c-rp-mo-br100,False,Mamatao,,[]
ChIJa-vP_cWKyA0RDEpdoB3lhH4,Cafe mqh~ lnhDh,,MonToLivo Sk,5,,5 years ago,2018-08-30T00:09:28.370000,,,,0,0,0,https://www.google.com/maps/contrib/106057114207561593392/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUWh5x9Z1LnNZr8qo3Nbm0NrZpvR7M5_bJZUOdDIltVPek=s120-c-rp-mo-br100,False,,,[]
ChIJL80PPCr1yA0R7pCGur1rxZw,Coffee BAHA,Amazing place for sure ,shko oper,5,Amazing place for sure ,6 months ago,2023-06-08T14:32:35.998000,,,,1,3,3,https://www.google.com/maps/contrib/116745044693714797183/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjW-56QW_yUBSBAVyVKDMi2_EKLvNS8h3V_pDwSvjC40-xE=s120-c-rp-mo-br100,False,,,[]
ChIJL80PPCr1yA0R7pCGur1rxZw,Coffee BAHA,,Enrico Lauretti,5,,2 months ago,2023-10-07T16:00:10.359000,,,,0,43,1,https://www.google.com/maps/contrib/108701087342737725765/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVEoBdCA8TIEa0HJ_ZXmPkHv9wymu0HiCDJ3G07uE_ogbE=s120-c-rp-mo-ba3-br100,True,,,[]
ChIJL80PPCr1yA0R7pCGur1rxZw,Coffee BAHA,,Omar Grs,5,,3 months ago,2023-09-10T10:50:40.907000,,,,0,0,0,https://www.google.com/maps/contrib/112254185611729987202/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjW6hUYH--P7nhGoyBhWG4LBnA4Bo6mWm7GGv-3KTkQO3X4=s120-c-rp-mo-br100,False,,,[]
ChIJL80PPCr1yA0R7pCGur1rxZw,Coffee BAHA,,YACINE most,5,,3 months ago,2023-08-24T02:27:00.263000,,,,0,0,0,https://www.google.com/maps/contrib/111640707033847005576/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocKVpVvlPmNR2xWUm3Kg100ioCna0M_61IZzwTUCKLsr=s120-c-rp-mo-br100,False,,,[]
