place_id,place_name,review_id,reviewer_name,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,reviewer_url,reviewer_profile_picture,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,Nice place,Younes Zmirli Official,5,Nice place,2 years ago,2021-01-18T04:00:02.873000,,,,0,25,193,https://www.google.com/maps/contrib/108735019761390584742/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWGF0xFUkABwS1cGTi978rPrXSvM96pW_jb_-liT5bMKA=s120-c-rp-mo-ba4-br100,True,,,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,"Cafe ""Bourenane"" la cite du 5 juillet a Borj bourrerij ,Cafe sympa ,tout ce qu'il y'a de singulier en apparence,rien de special sauf que c'est la premiere fois que je tombe sur un cafe en Algerie ou l'on reserve aux clients un coin pour la lecture mais comme je m'y attendais l'etagere qui faisait office de mini- bibliotheque n'etait pas assez bien fournie.Salutations au patron que j'encourage pour cette initiative .",Kaci Mourad,4,"Cafe ""Bourenane"" la cite du 5 juillet a Borj bourrerij ,Cafe sympa ,tout ce qu'il y'a de singulier en apparence,rien de special sauf que c'est la premiere fois que je tombe sur un cafe en Algerie ou l'on reserve aux clients un coin pour la lecture mais comme je m'y attendais l'etagere qui faisait office de mini- bibliotheque n'etait pas assez bien fournie.Salutations au patron que j'encourage pour cette initiative .",a year ago,2022-09-29T14:52:31.995000,,,,0,1,0,https://www.google.com/maps/contrib/116278375691481592866/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWYfCmAE1A3yfBCQYMZ2FOFoENNZB7y0LmTf9FnwDligg=s120-c-rp-mo-br100,False,"Cafe ""Bourenane"" the city of July 5 in Borj Bourrerij, Nice cafe, everything that is unusual in appearance, nothing special except that it is the first time that I come across a cafe in Algeria where the We reserve for customers a corner for reading but as I expected the shelf which served as a mini-library was not well enough stocked. Greetings to the boss whom I encourage for this initiative.",,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,Un cafe sympa tres propre un endroit conseillee pour prendre un p'tit cafe,wahid ferradj,4,Un cafe sympa tres propre un endroit conseillee pour prendre un p'tit cafe,4 years ago,2019-02-10T13:59:14.501000,,,,0,18,32,https://www.google.com/maps/contrib/103257646980161025965/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXwhUubmasSLixZMkSfKHILLPmGnir9Fxe_ZIsig-Eylb9S=s120-c-rp-mo-ba3-br100,True,"A nice, very clean cafe, a recommended place to have a little coffee",,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,Tres bon cafe bel accueille,Mabrouk Kherief,5,Tres bon cafe bel accueille,4 years ago,2019-11-26T11:33:58.454000,,,,0,34,21,https://www.google.com/maps/contrib/107996444293948221502/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLU-PYg-ZX-De-F_d_eHrV9-rNYNJxJb3RQSPHMqnzbKg=s120-c-rp-mo-ba3-br100,True,"Very good coffee, nice welcome",,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,J'ai pris mon petit dejeuner au cafe du 5 juillet,abdelkader lamari,5,J'ai pris mon petit dejeuner au cafe du 5 juillet,6 years ago,2017-11-08T12:39:14.840000,,,,0,3,5,https://www.google.com/maps/contrib/114902060783767581757/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocJEMeLC4P2MQiF9SucHnTVCpu9nIszghrB8lOv9oPya=s120-c-rp-mo-br100,False,I had my breakfast at the 5th of July cafe,,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,khdm@ jyd@ wnZf@ mmtz@,Y O U C E F M r .,4,khdm@ jyd@ wnZf@ mmtz@,6 years ago,2017-03-18T19:09:26.753000,,,,0,18,24,https://www.google.com/maps/contrib/104732431280925558462/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXhD4OU4yvi3ZIu6pDcn_9qw1czyGSWebzL2PZr02Npuoo=s120-c-rp-mo-ba3-br100,True,Good service and excellent cleanliness,,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,toujours la meme salete que chez c concurant,red skins,1,toujours la meme salete que chez c concurant,6 years ago,2017-08-16T04:00:40.917000,,,,1,49,0,https://www.google.com/maps/contrib/108596794333965805711/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjV_3hm7bgOo8nsdAt3gdLlDoPah6TjMmydbbFnEV1I-Lg=s120-c-rp-mo-ba3-br100,True,always the same dirt as at c competitor,,[]
ChIJKfRYxue9jBIR9687fGTC9iE,Cafe 5 Juillet,mqh~ jyd,Musab Qadah,4,mqh~ jyd,5 years ago,2018-02-28T16:51:22.303000,,,,1,1022,243,https://www.google.com/maps/contrib/117622058388973555582/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjWl_-HwD9rqOOKv94Uiuz_jOo8CIKcY0-VBKHX_93G7vkw=s120-c-rp-mo-ba6-br100,True,Good cafe,,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,Superb superb superb,Billel Drideche,5,Superb superb superb,2 years ago,2020-12-30T14:03:57.496000,,,,0,1,0,https://www.google.com/maps/contrib/106251901076039863109/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocJ_N-PFiEuDYvsNTh7WxiVdIQ-pJmG64eBS1JqPhT7_=s120-c-rp-mo-br100,False,,,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,"A ne plus refaire ni a table ni emporter , un service tres long, la nourriture salee et froid et plus que ca pas bonne, les gestionnaires devraient suivre une formation en gestion de projet afin de ne pas voler les gens aussi en particulier la formation en marketing et traitement des reclamations clients.",Zebiri Meriem,1,"A ne plus refaire ni a table ni emporter , un service tres long, la nourriture salee et froid et plus que ca pas bonne, les gestionnaires devraient suivre une formation en gestion de projet afin de ne pas voler les gens aussi en particulier la formation en marketing et traitement des reclamations clients.",3 months ago,2023-08-20T21:12:18.116000,,,,1,2,0,https://www.google.com/maps/contrib/102552255980330558829/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocI_bXDZwKVX7zpljn1p0x_dA0BhFpAqqiUa9WAymBdB5A=s120-c-rp-mo-br100,False,"Not to do again neither at the table nor to take away, a very long service, salty and cold food and more than that not good, the managers should follow a training in project management in order not to steal people also in particular the training in marketing and handling of customer complaints.",,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,"Vraiment decu ! Trop sale ,  une salade cesar  qui n'en est pas une rien a voire. Plat pauvre viande trop sec ....... A eviter !",Anis Capslock,1,"Vraiment decu ! Trop sale ,  une salade cesar  qui n'en est pas une rien a voire. Plat pauvre viande trop sec ....... A eviter !",a year ago,2022-05-14T21:46:35.993000,,,,1,5,2,https://www.google.com/maps/contrib/106381650863812215635/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjV56W2ZLoRchVwrEGJ80GrKWN3NFDlibq3xfmZLLQdk3-g=s120-c-rp-mo-br100,False,"Really disappointed ! Too salty, a caesar salad which is nothing to do with it. Dish poor meat too dry ....... Avoid!",,['https://lh5.googleusercontent.com/p/AF1QipP-GVloIqB5qD19qp1LtzmY9yZpZ5b7t36BqXpY=w150-h150-k-no-p']
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,"Excellent service , tres bonne reception et pour la nourriture vous assurez allah ybarek bonne continuation",chaabane khelif,5,"Excellent service , tres bonne reception et pour la nourriture vous assurez allah ybarek bonne continuation",a year ago,2022-05-10T01:49:05.161000,,,,2,18,34,https://www.google.com/maps/contrib/114864371427866756665/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVf_XnAGEBI1df2RZwSh6nkp8-GhziyRT1sOJRhKj4FY0WD=s120-c-rp-mo-ba3-br100,True,"Excellent service, very good reception and for the food you assure Allah ybarek good luck",,['https://lh5.googleusercontent.com/p/AF1QipOL-amRzjSVx5_jrhcgs5CJVz1p3tu-nh8Qq8N5=w150-h150-k-no-p']
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,"'fDl stqbl , 'sr` wqt ltqdym lwjb@
mshkwryn

Je recommande  le plat ou le sandwich  chich taouk ",Hiba Bahfir,4,"'fDl stqbl , 'sr` wqt ltqdym lwjb@
mshkwryn

Je recommande  le plat ou le sandwich  chich taouk ",2 years ago,2021-06-23T05:46:28.396000,,,,0,6,15,https://www.google.com/maps/contrib/106767542493015534682/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocJXdY6Lpmwwn4f-LeHVqbuVoBbxGQQHgdXyPMmYzSBw0A=s120-c-rp-mo-br100,False,"The best reception, the fastest time to serve the meal
Thank you

I recommend the plate or the sandwich chich taouk ",,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,hyl. mkn nZyf. `ml mbtsmwn. mkl@ bnyn@ bzf w s`r m`qwl@.,halazoun25,5,hyl. mkn nZyf. `ml mbtsmwn. mkl@ bnyn@ bzf w s`r m`qwl@.,2 years ago,2021-10-22T19:16:16.398000,,,,1,9,45,https://www.google.com/maps/contrib/102957930614836036058/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVptHlyW-RGPctWJ9ol7APnT88jRUWoLDBtaIVNIsvppc0=s120-c-rp-mo-br100,False,Hey. Clean place. Smiling workers. Very tasty food and reasonable prices.,,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,Un endroit magnifique et tres belle terrasse familiale,mouaadh bencherif,5,Un endroit magnifique et tres belle terrasse familiale,a year ago,2022-04-10T04:46:18.253000,,,,4,3,6,https://www.google.com/maps/contrib/103417464949926124914/reviews?entry=ttu,https://lh3.googleusercontent.com/a/ACg8ocLTC-5ffFJsxHJiBb60RgwRYIgxfAk39uzRCGbcaKAA=s120-c-rp-mo-br100,False,A magnificent place and very beautiful family terrace,,[]
ChIJi6J1IQG9jBIRo9MdPrd9AO4,Cafeteria & pizzeria le carrefour,Je vais passer la nuit sous le robinet tellement c'est sale -_-.,Massi Tir,1,Je vais passer la nuit sous le robinet tellement c'est sale -_-.,a year ago,2022-05-14T21:52:06.285000,,,,0,25,19,https://www.google.com/maps/contrib/113580567704567550734/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXLfubSPLmi0Tv_nH5URVLg_B53GeGz_dYFpwn7T0iUM4k=s120-c-rp-mo-br100,False,I'm going to spend the night under the tap because it's so salty -_-.,,[]
ChIJb7KQzM-9jBIRV60GUOVJXic,CAFE YAHIA AISSA,Good,MR Mohammed,5,Good,5 years ago,2018-11-22T16:19:27.069000,thanks,5 years ago,2018-11-22T18:43:46.561000,2,4,0,https://www.google.com/maps/contrib/117491287856300751084/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjUV3zvxXuv55KmkeSCMJmalb6d1Ml8mrXVZC6-Ze51owZ4=s120-c-rp-mo-br100,False,,,[]
ChIJb7KQzM-9jBIRV60GUOVJXic,CAFE YAHIA AISSA,"Le service et la reception sont agreable.
Une variete acceptable des boissons.
Au plein centre ville.",Mouhamed Bacha,3,"Le service et la reception sont agreable.
Une variete acceptable des boissons.
Au plein centre ville.",5 months ago,2023-07-03T08:09:27.509000,,,,0,154,583,https://www.google.com/maps/contrib/106776593789878436217/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjU1tDwKTMkbP9dzFsUPmvDoRlyGkK549DVlltRCv8DLYlw=s120-c-rp-mo-ba5-br100,True,"The service and reception are pleasant.
An acceptable variety of drinks.
Right in the city center.",,['https://lh5.googleusercontent.com/p/AF1QipO1T0H4EISLYs4hEOMtZACIxbTSMFXoy2lx2UBW=w150-h150-k-no-p']
ChIJb7KQzM-9jBIRV60GUOVJXic,CAFE YAHIA AISSA,"stqbl w m`ml@ jyd@
sr`@ fy lTlbt
lmkn mryH w nZyf
kl shyy' mtwfr fyh",U Sf,5,"stqbl w m`ml@ jyd@
sr`@ fy lTlbt
lmkn mryH w nZyf
kl shyy' mtwfr fyh",4 months ago,2023-08-03T10:41:49.756000,shkr jzylan ,4 months ago,2023-08-07T13:13:05.366000,1,15,97,https://www.google.com/maps/contrib/117203799290434493964/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjVuh0peNZQrO5fRAWvgYj1pX-GJiYNfJxE8ZElTz7dpqXQ=s120-c-rp-mo-ba3-br100,True,"Good reception and treatment
Speed   in requests
The place is comfortable and clean
Everything is available there",Thank you very much,[]
ChIJb7KQzM-9jBIRV60GUOVJXic,CAFE YAHIA AISSA,fDl mqhy fy mdyn@ brj bw`ryryj nZf@ wm`ml@ wsr`@ fy tlby@ lTlbt ..l`yb lwHyd lmsH@ lDyq@ nsbyan w`dm wjwd `dd kfy mn lTwlt ltstw`b `dd lzby'n,A. ABDELAZIZ,5,fDl mqhy fy mdyn@ brj bw`ryryj nZf@ wm`ml@ wsr`@ fy tlby@ lTlbt ..l`yb lwHyd lmsH@ lDyq@ nsbyan w`dm wjwd `dd kfy mn lTwlt ltstw`b `dd lzby'n,9 months ago,2023-02-27T08:54:31.966000,,,,1,14,44,https://www.google.com/maps/contrib/103096009196721580323/reviews?entry=ttu,https://lh3.googleusercontent.com/a-/ALV-UjXXLTTohDeqV--mGOK7HI2Om0vRvSu-_KetclcrG1HkzQ=s120-c-rp-mo-ba3-br100,True,"The best cafe in the city of Bordj Bou Arreridj. Cleanliness, treatment and speed in fulfilling requests. The only drawback is the relatively narrow space and the lack of a sufficient number of tables to accommodate the number of customers.",,[]
